,Unnamed: 0,exposure,code,category,midcategory,subcategory,month,hour,repeat,sex,installment,price_log,holiday,count_log,pred_revenue
55,55,20,200727,가구,침대,퀸,6,22,2,무관,무관,13.301347705172171,0,24.39367543986961,14587417.913041996
56,56,20,200730,가구,침대,킹,6,22,2,무관,무관,13.381647518543096,0,26.987069948849246,17487621.326854277
57,57,20,200724,가구,침대,슈퍼싱글,6,23,3,무관,무관,13.214032390746008,0,60.84888994095916,33345191.687645677
58,58,20,200727,가구,침대,퀸,6,23,3,무관,무관,13.301347705172171,0,39.61678802073073,23690839.236396927
59,59,20,200730,가구,침대,킹,6,23,3,무관,무관,13.381647518543096,0,47.23934270314969,30611094.07164094
60,60,20,201016,생활용품,목욕용품,샤워기1,6,23,1,무관,무관,10.913286842267981,0,350.825921254683,19260343.07688212
61,61,20,201017,생활용품,목욕용품,샤워기2,6,23,1,무관,무관,10.27163147557801,0,185.69133141439917,5366479.477876136
62,62,20,201016,생활용품,목욕용품,샤워기1,6,23,2,무관,무관,10.913286842267981,0,389.701068332333,21394588.65144511
63,63,20,201017,생활용품,목욕용품,샤워기2,6,23,2,무관,무관,10.27163147557801,0,256.8422692572917,7422741.5815357305
64,64,20,201016,생활용품,목욕용품,샤워기1,6,0,3,무관,무관,10.913286842267981,0,247.50517494357896,13588034.104402501
65,65,20,201017,생활용품,목욕용품,샤워기2,6,0,3,무관,무관,10.27163147557801,0,312.62725252058743,9034927.597844977
66,66,20,201596,잡화,가방,토트백(버),6,1,1,무관,무관,11.686887175419702,0,54.93314428413622,6537044.169812206
67,67,16,201596,잡화,가방,토트백(버),6,1,2,무관,무관,11.686887175419702,0,146.59842620988383,17445212.718976166
68,68,20,201596,잡화,가방,토트백(버),6,2,3,무관,무관,11.686887175419702,0,238.9262620172638,28432225.180054378
69,69,20,200668,잡화,모자,모자,6,6,1,여성,무관,10.305647203635566,0,221.58166215008384,6625291.698287506
70,70,20,200668,잡화,모자,모자,6,6,2,여성,무관,10.305647203635566,0,390.72377169504045,11682640.773681708
71,71,20,200668,잡화,모자,모자,6,7,3,여성,무관,10.305647203635566,0,1214.5196527605574,36314137.617540665
72,72,30,200867,주방,믹서,믹서,6,7,1,무관,무관,11.693587311874056,0,107.90025112537123,12926450.084819464
73,73,30,200867,주방,믹서,믹서,6,7,2,무관,무관,11.693587311874056,0,336.26141317617027,40284117.298505165
74,74,20,200876,이미용,헤어,샴푸,6,8,1,무관,무관,10.998777662206932,0,298.6845697240962,17861337.26950095
75,75,20,200876,이미용,헤어,샴푸,6,8,2,무관,무관,10.998777662206932,0,467.14190192620805,27935085.735187232
76,76,20,200876,이미용,헤어,샴푸,6,9,3,무관,무관,10.998777662206932,0,608.6604056202889,36397892.25609326
77,77,20,201130,의류,베스트,베스트,6,9,1,무관,무관,10.594156665220533,0,464.2392657386631,18523146.702972647
78,78,20,201130,의류,베스트,베스트,6,9,2,무관,무관,10.594156665220533,0,759.194762077705,30291871.006900415
79,79,20,201130,의류,베스트,베스트,6,10,3,무관,무관,10.594156665220533,0,949.2524524869954,37875172.8542311
80,80,20,202125,속옷,속옷,속옷,6,10,1,무관,무관,11.000448478455008,0,364.09105300665976,21809054.075098928
81,81,20,202125,속옷,속옷,속옷,6,10,2,무관,무관,11.000448478455008,0,570.1178177347011,34150057.28230861
82,82,20,202125,속옷,속옷,속옷,6,11,3,무관,무관,11.000448478455008,0,571.7540323594754,34248066.53833259
83,83,20,202296,농수축,간편식,냉면,6,11,1,무관,무관,10.61890979160975,0,761.0553994967094,31127165.83941542
84,84,20,202296,농수축,간편식,냉면,6,11,2,무관,무관,10.61890979160975,0,954.8368730297701,39052828.106917605
85,85,20,202296,농수축,간편식,냉면,6,12,3,무관,무관,10.61890979160975,0,1142.7417826235742,46738138.909304194
86,86,20,201454,의류,자켓,자켓,6,12,1,무관,무관,10.591647316585027,0,329.7238864536935,13123010.680857005
87,87,20,201454,의류,자켓,자켓,6,12,2,무관,무관,10.591647316585027,0,724.4235758201095,28832058.317640364
88,88,20,201454,의류,자켓,자켓,6,13,3,무관,무관,10.591647316585027,0,1016.1543624730994,40442943.626429364
89,89,20,202460,주방,밥솥,10인용,6,13,1,무관,무관,12.29225492891667,0,36.04635979049293,7858106.434327468
90,90,20,202459,주방,밥솥,6인용,6,13,1,무관,무관,12.245298166364204,0,22.74109724726862,4730148.227431865
91,91,20,202460,주방,밥솥,10인용,6,13,2,무관,무관,12.29225492891667,0,109.59658224142117,23892054.928629845
92,92,20,202459,주방,밥솥,6인용,6,13,2,무관,무관,12.245298166364204,0,38.24385975914929,7954722.82990304
93,93,20,202460,주방,밥솥,10인용,6,14,3,무관,무관,12.29225492891667,0,107.13945827931815,23356401.904891383
94,94,20,202459,주방,밥솥,6인용,6,14,3,무관,무관,12.245298166364204,0,60.70461999551263,12626560.959066607
95,95,20,200651,속옷,보정속옷,보정속옷,6,14,1,무관,무관,10.594156665220533,0,460.436526109037,18371417.391750567
96,96,20,200651,속옷,보정속옷,보정속옷,6,14,2,무관,무관,10.594156665220533,0,814.0001315643714,32478605.2494184
97,97,20,200651,속옷,보정속옷,보정속옷,6,15,3,무관,무관,10.594156665220533,0,1143.0086824731743,45606046.43067963
98,98,20,200588,농수축,김치,김치,6,16,1,무관,무관,10.33854382482173,0,773.0327904306141,23886713.224305972
99,99,20,200588,농수축,김치,김치,6,16,2,무관,무관,10.33854382482173,0,1213.3004648738201,37490984.36460104
100,100,20,200588,농수축,김치,김치,6,17,3,무관,무관,10.33854382482173,0,1654.558151608409,51125846.88469983
101,101,20,201024,농수축,수산물,갑오징어,6,17,1,무관,무관,10.817796321618971,0,443.34893284395685,22123111.748913452
102,102,20,201024,농수축,수산물,갑오징어,6,17,2,무관,무관,10.817796321618971,0,774.9422450741441,38669618.0291998
103,103,20,201024,농수축,수산물,갑오징어,6,18,3,무관,무관,10.817796321618971,0,922.1802087276344,46016792.41550897
104,104,20,200184,가전,에어컨,에어컨,6,18,1,무관,무관,13.52649559761195,0,4.695371865154882,3516833.5270010065
105,105,20,200186,가전,에어컨,에어컨,6,18,1,무관,무관,13.651815643149092,0,5.086150792276477,4318142.022642729
106,106,20,200179,가전,에어컨,에어컨,6,18,1,무관,무관,13.70903942580019,0,5.514456827708586,4957496.688110016
107,107,20,200181,가전,에어컨,에어컨,6,18,1,무관,무관,13.784020922864116,0,5.501395275647545,5330852.022102476
108,108,20,200184,가전,에어컨,에어컨,6,18,2,무관,무관,13.52649559761195,0,6.549374268496286,4905481.327103718
109,109,20,200186,가전,에어컨,에어컨,6,18,2,무관,무관,13.651815643149092,0,6.035917432122634,5124493.899872117
110,110,20,200179,가전,에어컨,에어컨,6,18,2,무관,무관,13.70903942580019,0,6.256867364609168,5624923.76078364
111,111,20,200181,가전,에어컨,에어컨,6,18,2,무관,무관,13.784020922864116,0,6.283144756617256,6088367.269162126
112,112,20,200184,가전,에어컨,에어컨,6,19,3,무관,무관,13.52649559761195,0,17.853172858812282,13372026.4712504
113,113,20,200186,가전,에어컨,에어컨,6,19,3,무관,무관,13.651815643149092,0,15.912211715405103,13509467.746378932
114,114,20,200179,가전,에어컨,에어컨,6,19,3,무관,무관,13.70903942580019,0,16.281629134796816,14637184.59218233
115,115,20,200181,가전,에어컨,에어컨,6,19,3,무관,무관,13.784020922864116,0,16.44794206204629,15938055.85812287
116,116,20,201277,가구,소파,4인용,6,19,1,무관,무관,13.813509557297108,0,5.921616632159302,5909773.398894988
117,117,20,201279,가구,소파,6인용,6,19,1,무관,무관,14.076335946661901,0,4.242975921086491,5507382.74557027
118,118,20,201276,가구,소파,3인용,6,19,1,무관,무관,13.589865129563991,0,3.972309094235409,3169902.6571998512
119,119,20,201258,가구,테이블,테이블,6,19,1,무관,무관,12.149507585033074,0,26.235792770710656,4958564.8336643195
120,120,20,201259,가구,스툴,스툴,6,19,1,무관,무관,12.296831574998258,0,17.601674616666767,3854766.74105002
121,121,20,201277,가구,소파,4인용,6,19,2,무관,무관,13.813509557297108,0,11.36913668386015,11346398.410492439
122,122,20,201279,가구,소파,6인용,6,19,2,무관,무관,14.076335946661901,0,3.0776808807872493,3994829.7832618533
123,123,20,201276,가구,소파,3인용,6,19,2,무관,무관,13.589865129563991,0,3.266156483626229,2606392.8739337265
124,124,20,201258,가구,테이블,테이블,6,19,2,무관,무관,12.149507585033074,0,69.40980943936513,13118453.984040024
125,125,20,201259,가구,스툴,스툴,6,19,2,무관,무관,12.296831574998258,0,67.36825447181626,14753647.729327753
126,126,20,201277,가구,소파,4인용,6,20,3,무관,무관,13.813509557297108,0,20.45802698135954,20417110.927396838
127,127,20,201279,가구,소파,6인용,6,20,3,무관,무관,14.076335946661901,0,6.447323067918637,8368625.342158399
128,128,20,201276,가구,소파,3인용,6,20,3,무관,무관,13.589865129563991,0,13.265764380987157,10586079.976027735
129,129,20,201258,가구,테이블,테이블,6,20,3,무관,무관,12.149507585033074,0,124.34589924233225,23501374.956800822
130,130,20,201259,가구,스툴,스툴,6,20,3,무관,무관,12.296831574998258,0,79.95031019225085,17509117.932102926
131,131,20,201501,농수축,간편식,양념닭발,6,20,1,무관,무관,10.594156665220533,0,781.0286373809743,31163042.631500855
132,132,20,201501,농수축,간편식,양념닭발,6,20,2,무관,무관,10.594156665220533,0,1104.4536628849874,44067701.14911097
133,133,20,201501,농수축,간편식,양념닭발,6,21,3,무관,무관,10.594156665220533,0,1650.6837064385734,65862279.88689904
134,134,20,200556,가전,냉장고,냉장고,6,21,1,무관,일시불,14.122260428968186,0,13.37198163339805,18172523.039788008
135,135,20,200489,가전,냉장고,냉장고,6,21,1,무관,무이자,14.22030944419592,0,11.036258676268398,16543351.755726323
136,136,20,200556,가전,냉장고,냉장고,6,21,2,무관,일시불,14.122260428968186,0,28.939438529865505,39328696.96208734
137,137,20,200489,가전,냉장고,냉장고,6,21,2,무관,무이자,14.22030944419592,0,22.206925937900568,33288181.980912942
138,138,20,200556,가전,냉장고,냉장고,6,22,3,무관,일시불,14.122260428968186,0,37.97207318188391,51604047.45418039
139,139,20,200489,가전,냉장고,냉장고,6,22,3,무관,무이자,14.22030944419592,0,31.321406655120054,46950788.57602495
140,140,20,201699,가전,TV,75인치,6,22,1,무관,무이자,14.617512591866696,0,3.604377314364802,8037761.4110335205
141,141,20,201752,가전,TV,75인치(사),6,22,1,무관,일시불,14.557448378884015,0,3.1982304098172714,6716283.860616273
142,142,20,201698,가전,TV,65인치,6,22,1,무관,무이자,14.279245203127036,0,3.55200025780675,5647680.409912746
143,143,20,201751,가전,TV,65인치(사),6,22,1,무관,일시불,14.220976332738884,0,4.238095022654538,6357142.533981813
144,144,20,201697,가전,TV,55인치(사),6,22,1,무관,무이자,13.972515161474428,0,4.32990868970808,5065993.166958452
145,145,20,201750,가전,TV,55인치,6,22,1,무관,일시불,13.910821646859095,0,5.066933045901841,5573626.350492024
146,146,20,201699,가전,TV,75인치,6,22,2,무관,무이자,14.617512591866696,0,4.961389259344649,11063898.048338585
147,147,20,201752,가전,TV,75인치(사),6,22,2,무관,일시불,14.557448378884015,0,5.195099365854044,10909708.668293497
148,148,20,201698,가전,TV,65인치,6,22,2,무관,무이자,14.279245203127036,0,6.904080334335826,10977487.731593989
149,149,20,201751,가전,TV,65인치(사),6,22,2,무관,일시불,14.220976332738884,0,4.852915145790257,7279372.718685391
150,150,20,201697,가전,TV,55인치(사),6,22,2,무관,무이자,13.972515161474428,0,5.998273348264601,7017979.817469582
151,151,20,201750,가전,TV,55인치,6,22,2,무관,일시불,13.910821646859095,0,5.606480850852756,6167128.93593803
152,152,20,201699,가전,TV,75인치,6,23,3,무관,무이자,14.617512591866696,0,5.145522854899321,11474515.966425503
153,153,20,201752,가전,TV,75인치(사),6,23,3,무관,일시불,14.557448378884015,0,5.072098512174357,10651406.875566155
154,154,20,201698,가전,TV,65인치,6,23,3,무관,무이자,14.279245203127036,0,7.346629704063992,11681141.229461774
155,155,20,201751,가전,TV,65인치(사),6,23,3,무관,일시불,14.220976332738884,0,5.712728016189456,8569092.024284191
156,156,20,201697,가전,TV,55인치(사),6,23,3,무관,무이자,13.972515161474428,0,5.884038316643458,6884324.830472845
157,157,20,201750,가전,TV,55인치,6,23,3,무관,일시불,13.910821646859095,0,4.010430204613481,4411473.225074829
158,158,20,201041,이미용,헤어,에센스,6,23,1,무관,무관,10.817796321618971,0,282.6004136106667,14101760.639172273
159,159,20,201041,이미용,헤어,에센스,6,23,2,무관,무관,10.817796321618971,0,470.55228110503174,23480558.82714109
160,160,20,201041,이미용,헤어,에센스,6,0,3,무관,무관,10.817796321618971,0,515.144107917077,25705690.98506215
161,161,10,200273,속옷,속옷,속옷1,6,0,1,무관,일시불,11.502885230075815,0,173.12377123827147,17139253.352588914
162,162,10,200272,속옷,속옷,속옷2,6,0,1,무관,무이자,11.686887175419702,0,11.82222859429558,1406845.2027211732
163,163,10,200274,속옷,속옷,속옷,6,0,1,무관,무관,11.686887175419702,0,152.3352820071002,18127898.558844913
164,164,10,200273,속옷,속옷,속옷1,6,0,2,무관,일시불,11.502885230075815,0,53.417875702513385,5288369.694548837
165,165,10,200272,속옷,속옷,속옷2,6,0,2,무관,무이자,11.686887175419702,0,34.82140348217636,4143747.014378984
166,166,10,200274,속옷,속옷,속옷,6,0,2,무관,무관,11.686887175419702,0,52.72941865178045,6274800.81956187
167,167,10,200273,속옷,속옷,속옷1,6,0,3,무관,일시불,11.502885230075815,0,77.75527286342309,7697772.013478902
168,168,10,200272,속옷,속옷,속옷2,6,0,3,무관,무이자,11.686887175419702,0,56.059722490535776,6671106.9763737535
169,169,10,200274,속옷,속옷,속옷,6,0,3,무관,무관,11.686887175419702,0,76.81113969091965,9140525.623219432
170,170,10,200273,속옷,속옷,속옷1,6,0,4,무관,일시불,11.502885230075815,0,77.27849096265268,7650570.605302633
171,171,10,200272,속옷,속옷,속옷2,6,0,4,무관,무이자,11.686887175419702,0,49.021410976601274,5833547.906215548
172,172,10,200274,속옷,속옷,속옷,6,0,4,무관,무관,11.686887175419702,0,76.06934601403174,9052252.17566977
173,173,10,200273,속옷,속옷,속옷1,6,1,5,무관,일시불,11.502885230075815,0,101.32138187886295,10030816.806007454
174,174,10,200272,속옷,속옷,속옷2,6,1,5,무관,무이자,11.686887175419702,0,50.27044107951353,5982182.488462106
175,175,10,200274,속옷,속옷,속옷,6,1,5,무관,무관,11.686887175419702,0,131.21426098639543,15614497.057381047
176,176,10,200273,속옷,속옷,속옷1,6,1,6,무관,일시불,11.502885230075815,0,102.95776476223311,10192818.7114611
177,177,10,200272,속옷,속옷,속옷2,6,1,6,무관,무이자,11.686887175419702,0,50.27044107951353,5982182.488462106
178,178,10,200274,속옷,속옷,속옷,6,1,6,무관,무관,11.686887175419702,0,133.23795439488856,15855316.572991729
179,179,20,201418,의류,앙상블,시스루,6,6,1,무관,무관,10.571342565808699,0,275.4795338400534,10743701.819762083
180,180,20,201418,의류,앙상블,시스루,6,6,2,무관,무관,10.571342565808699,0,474.68516199459447,18512721.317789186
181,181,20,201418,의류,앙상블,시스루,6,7,3,무관,무관,10.571342565808699,0,773.8303568784006,30179383.918257624
182,182,20,201037,생활용품,세제,세제,6,7,1,무관,무관,10.591647316585027,0,275.6255541247071,10969897.054163344
183,183,20,201037,생활용품,세제,세제,6,7,2,무관,무관,10.591647316585027,0,374.5971058137404,14908964.811386872
184,184,20,201037,생활용품,세제,세제,6,8,3,무관,무관,10.591647316585027,0,469.2928690999265,18677856.19017708
185,185,20,200917,속옷,속옷,속옷,6,8,1,무관,무관,11.000448478455008,0,302.10846540133986,18096297.077540264
186,186,20,200917,속옷,속옷,속옷,6,8,2,무관,무관,11.000448478455008,0,550.9691442775049,33003051.74222256
187,187,20,200917,속옷,속옷,속옷,6,9,3,무관,무관,11.000448478455008,0,710.4358960456359,42555110.173133604
188,188,20,200266,주방,그릴레인지,프리미엄형(버),6,9,1,무관,무이자,11.767575435251748,0,43.79116241735287,5649059.951838525
189,189,20,200270,주방,그릴레인지,프리미엄형(버),6,9,1,무관,일시불,11.686887175419702,0,103.5508920142168,12322556.149691792
190,190,20,200266,주방,그릴레인지,프리미엄형(버),6,9,2,무관,무이자,11.767575435251748,0,87.27470345276772,11258436.745407045
191,191,20,200270,주방,그릴레인지,프리미엄형(버),6,9,2,무관,일시불,11.686887175419702,0,205.14320098035623,24412040.916662376
192,192,20,200266,주방,그릴레인지,프리미엄형(버),6,10,3,무관,무이자,11.767575435251748,0,119.31888736186337,15392136.469680388
193,193,20,200270,주방,그릴레인지,프리미엄형(버),6,10,3,무관,일시불,11.686887175419702,0,350.6792270022795,41730828.013271235
194,194,20,200900,속옷,원피스,원피스속옷,6,10,1,무관,무관,11.2885436473206,0,193.89544359659405,15492245.943367831
195,195,20,200900,속옷,원피스,원피스속옷,6,10,2,무관,무관,11.2885436473206,0,385.83573094975065,30828274.90288501
196,196,20,200900,속옷,원피스,원피스속옷,6,11,3,무관,무관,11.2885436473206,0,498.0537979085663,39794498.45289436
197,197,20,202368,주방,믹서,믹서,6,11,1,무관,무관,10.998777662206932,0,299.7411819426072,17924522.680167906
198,198,20,202368,주방,믹서,믹서,6,11,2,무관,무관,10.998777662206932,0,503.3843609464227,30102384.784596067
199,199,20,202368,주방,믹서,믹서,6,12,3,무관,무관,10.998777662206932,0,431.78410691360693,25820689.593433686
200,200,20,200368,생활용품,선풍기,선풍기,6,12,1,무관,무관,11.58989576532275,0,54.78148188073274,5916400.043119137
201,201,20,200369,생활용품,선풍기,선풍기,6,12,1,무관,무관,11.141876276228,0,53.71868599580277,3706589.3337103897
202,202,20,200368,생활용품,선풍기,선풍기,6,12,2,무관,무관,11.58989576532275,0,115.11587567524292,12432514.572926236
203,203,20,200369,생활용품,선풍기,선풍기,6,12,2,무관,무관,11.141876276228,0,168.40813532648124,11620161.3375272
204,204,20,200368,생활용품,선풍기,선풍기,6,13,3,무관,무관,11.58989576532275,0,196.82082044470448,21256648.608028088
205,205,20,200369,생활용품,선풍기,선풍기,6,13,3,무관,무관,11.141876276228,0,297.58233314404237,20533180.986938916
206,206,20,202259,이미용,자외선차단,선스틱,6,14,1,무관,무관,10.594156665220533,0,487.8156723193023,19463845.32554015
207,207,20,202259,이미용,자외선차단,선스틱,6,14,2,무관,무관,10.594156665220533,0,911.9864829501046,36388260.66970915
208,208,20,202259,이미용,자외선차단,선스틱,6,15,3,무관,무관,10.594156665220533,0,1025.0611332029591,40899939.21479805
209,209,20,201938,속옷,속옷,속옷,6,15,1,무관,무관,11.154835234271214,0,188.93209115878193,13206353.17199885
210,210,20,201938,속옷,속옷,속옷,6,15,2,무관,무관,11.154835234271214,0,425.10300743055535,29714700.2193958
211,211,20,201938,속옷,속옷,속옷,6,16,3,무관,무관,11.154835234271214,0,739.9851233110342,51724960.119441256
212,212,20,201578,농수축,간편식,다시마국수,6,16,1,무관,무관,10.594156665220533,0,671.8616486211341,26807279.779983237
213,213,20,201578,농수축,간편식,다시마국수,6,16,2,무관,무관,10.594156665220533,0,962.3718185443201,38398635.55991835
214,214,20,201578,농수축,간편식,다시마국수,6,17,3,무관,무관,10.594156665220533,0,1168.1374060393157,46608682.50096867
215,215,20,201656,농수축,농산물,골드키위,6,17,1,무관,무관,10.61890979160975,0,582.747875898212,23834388.124236874
216,216,20,201656,농수축,농산물,골드키위,6,17,2,무관,무관,10.61890979160975,0,774.2716626825878,31667711.003717847
217,217,20,201656,농수축,농산물,골드키위,6,18,3,무관,무관,10.61890979160975,0,815.5843740946275,33357400.90047027
218,218,20,201033,이미용,기초세트,기초세트,6,19,1,무관,무관,10.896757843893464,0,720.82116753844,38924343.04707576
219,219,20,201033,이미용,기초세트,기초세트,6,19,2,무관,무관,10.896757843893464,0,1043.718329051303,56360789.768770374
220,220,20,201033,이미용,기초세트,기초세트,6,20,3,무관,무관,10.896757843893464,0,1460.9523524494662,78891427.03227118
221,221,20,200424,가전,세탁기,세탁기,6,20,1,무관,무관,13.122165357799739,0,46.34978308379363,23170256.563588392
222,222,20,200424,가전,세탁기,세탁기,6,20,2,무관,무관,13.122165357799739,0,96.0564326767168,48018610.69509064
223,223,20,200424,가전,세탁기,세탁기,6,21,3,무관,무관,13.122165357799739,0,125.85755727404981,62916192.88129738
224,224,20,200020,농수축,김치,김치,6,21,1,무관,무관,10.305647203635566,0,807.9614856517954,24158048.42098868
225,225,20,200020,농수축,김치,김치,6,21,2,무관,무관,10.305647203635566,0,1288.0827466445105,38513674.12467086
226,226,20,200020,농수축,김치,김치,6,22,3,무관,무관,10.305647203635566,0,1568.1165071418216,46886683.56354046
227,227,20,202484,농수축,수산물,쥐포,6,22,1,무관,무관,10.401258331428318,0,957.9584040609743,31516831.493606042
228,228,20,202484,농수축,수산물,쥐포,6,22,2,무관,무관,10.401258331428318,0,1549.3366976395328,50973177.35234061
229,229,20,202484,농수축,수산물,쥐포,6,23,3,무관,무관,10.401258331428318,0,1316.3525170191776,43307997.80993093
230,230,15,201011,속옷,속옷,속옷,6,23,1,무관,무관,10.594156665220533,0,405.0790540108253,16162654.255031921
231,231,15,201011,속옷,속옷,속옷,6,23,2,무관,무관,10.594156665220533,0,691.2437279926784,27580624.746907853
