,month,hour,exposure,holiday,category,midcategory,subcategory,repeat,sex,installment,code,count_log,price_log
23,6,16,20,0,이미용,자외선차단,선스틱,3,무관,무관,201150,,10.594156665220533
24,6,16,20,0,농수축,수산물,돔,1,무관,무관,201616,,10.594156665220533
25,6,16,20,0,농수축,수산물,돔,2,무관,무관,201616,,10.594156665220533
26,6,17,20,0,농수축,수산물,돔,3,무관,무관,201616,,10.594156665220533
27,6,17,20,0,농수축,간편식,오메기떡,1,무관,무관,201251,,10.305647203635566
28,6,17,20,0,농수축,간편식,오메기떡,1,무관,무관,201250,,10.305647203635566
29,6,17,20,0,농수축,간편식,오메기떡,2,무관,무관,201251,,10.305647203635566
30,6,17,20,0,농수축,간편식,오메기떡,2,무관,무관,201250,,10.305647203635566
31,6,18,20,0,농수축,간편식,오메기떡,3,무관,무관,201251,,10.305647203635566
32,6,18,20,0,농수축,간편식,오메기떡,3,무관,무관,201250,,10.305647203635566
33,6,18,20,0,가전,세탁기,세탁기,1,무관,무관,200424,,13.12216535779974
34,6,18,20,0,가전,세탁기,세탁기,2,무관,무관,200424,,13.12216535779974
35,6,19,20,0,가전,세탁기,세탁기,3,무관,무관,200424,,13.12216535779974
36,6,19,20,0,의류,상의,티셔츠,1,남성,무관,201319,,10.594156665220533
37,6,19,20,0,의류,상의,티셔츠,2,남성,무관,201319,,10.594156665220533
38,6,20,20,0,의류,상의,티셔츠,3,남성,무관,201319,,10.594156665220533
39,6,20,20,0,생활용품,욕실용품,비데,1,무관,무관,201520,,12.149507585033072
40,6,20,20,0,생활용품,욕실용품,비데,2,무관,무관,201520,,12.149507585033072
41,6,21,20,0,생활용품,욕실용품,비데,3,무관,무관,201520,,12.149507585033072
42,6,21,20,0,가전,TV,55인치,1,무관,무관,200416,,14.108180918195472
43,6,21,20,0,가전,TV,65인치,1,무관,무관,200419,,14.36939624590319
44,6,21,20,0,가전,TV,75인치,1,무관,무관,200422,,14.727793670047236
45,6,21,20,0,가전,TV,55인치,2,무관,무관,200416,,14.108180918195472
46,6,21,20,0,가전,TV,65인치,2,무관,무관,200419,,14.36939624590319
47,6,21,20,0,가전,TV,75인치,2,무관,무관,200422,,14.727793670047236
48,6,22,20,0,가전,TV,55인치,3,무관,무관,200416,,14.108180918195472
49,6,22,20,0,가전,TV,65인치,3,무관,무관,200419,,14.36939624590319
50,6,22,20,0,가전,TV,75인치,3,무관,무관,200422,,14.727793670047236
51,6,22,20,0,가구,침대,슈퍼싱글,1,무관,무관,200724,,13.214032390746006
52,6,22,20,0,가구,침대,퀸,1,무관,무관,200727,,13.301347705172173
53,6,22,20,0,가구,침대,킹,1,무관,무관,200730,,13.381647518543097
54,6,22,20,0,가구,침대,슈퍼싱글,2,무관,무관,200724,,13.214032390746006
55,6,22,20,0,가구,침대,퀸,2,무관,무관,200727,,13.301347705172173
56,6,22,20,0,가구,침대,킹,2,무관,무관,200730,,13.381647518543097
57,6,23,20,0,가구,침대,슈퍼싱글,3,무관,무관,200724,,13.214032390746006
58,6,23,20,0,가구,침대,퀸,3,무관,무관,200727,,13.301347705172173
59,6,23,20,0,가구,침대,킹,3,무관,무관,200730,,13.381647518543097
60,6,23,20,0,생활용품,목욕용품,샤워기1,1,무관,무관,201016,,10.91328684226798
61,6,23,20,0,생활용품,목욕용품,샤워기2,1,무관,무관,201017,,10.27163147557801
62,6,23,20,0,생활용품,목욕용품,샤워기1,2,무관,무관,201016,,10.91328684226798
63,6,23,20,0,생활용품,목욕용품,샤워기2,2,무관,무관,201017,,10.27163147557801
64,6,0,20,0,생활용품,목욕용품,샤워기1,3,무관,무관,201016,,10.91328684226798
65,6,0,20,0,생활용품,목욕용품,샤워기2,3,무관,무관,201017,,10.27163147557801
66,6,1,20,0,잡화,가방,토트백(버),1,무관,무관,201596,,11.686887175419702
67,6,1,16,0,잡화,가방,토트백(버),2,무관,무관,201596,,11.686887175419702
68,6,2,20,0,잡화,가방,토트백(버),3,무관,무관,201596,,11.686887175419702
69,6,6,20,0,잡화,모자,모자,1,여성,무관,200668,,10.305647203635566
70,6,6,20,0,잡화,모자,모자,2,여성,무관,200668,,10.305647203635566
71,6,7,20,0,잡화,모자,모자,3,여성,무관,200668,,10.305647203635566
72,6,7,30,0,주방,믹서,믹서,1,무관,무관,200867,,11.693587311874056
73,6,7,30,0,주방,믹서,믹서,2,무관,무관,200867,,11.693587311874056
74,6,8,20,0,이미용,헤어,샴푸,1,무관,무관,200876,,10.998777662206932
75,6,8,20,0,이미용,헤어,샴푸,2,무관,무관,200876,,10.998777662206932
76,6,9,20,0,이미용,헤어,샴푸,3,무관,무관,200876,,10.998777662206932
77,6,9,20,0,의류,베스트,베스트,1,무관,무관,201130,,10.594156665220533
78,6,9,20,0,의류,베스트,베스트,2,무관,무관,201130,,10.594156665220533
79,6,10,20,0,의류,베스트,베스트,3,무관,무관,201130,,10.594156665220533
80,6,10,20,0,속옷,속옷,속옷,1,무관,무관,202125,,11.000448478455008
81,6,10,20,0,속옷,속옷,속옷,2,무관,무관,202125,,11.000448478455008
82,6,11,20,0,속옷,속옷,속옷,3,무관,무관,202125,,11.000448478455008
83,6,11,20,0,농수축,간편식,냉면,1,무관,무관,202296,,10.61890979160975
84,6,11,20,0,농수축,간편식,냉면,2,무관,무관,202296,,10.61890979160975
85,6,12,20,0,농수축,간편식,냉면,3,무관,무관,202296,,10.61890979160975
86,6,12,20,0,의류,자켓,자켓,1,무관,무관,201454,,10.591647316585027
87,6,12,20,0,의류,자켓,자켓,2,무관,무관,201454,,10.591647316585027
88,6,13,20,0,의류,자켓,자켓,3,무관,무관,201454,,10.591647316585027
89,6,13,20,0,주방,밥솥,10인용,1,무관,무관,202460,,12.292254928916668
90,6,13,20,0,주방,밥솥,6인용,1,무관,무관,202459,,12.245298166364206
91,6,13,20,0,주방,밥솥,10인용,2,무관,무관,202460,,12.292254928916668
92,6,13,20,0,주방,밥솥,6인용,2,무관,무관,202459,,12.245298166364206
93,6,14,20,0,주방,밥솥,10인용,3,무관,무관,202460,,12.292254928916668
94,6,14,20,0,주방,밥솥,6인용,3,무관,무관,202459,,12.245298166364206
95,6,14,20,0,속옷,보정속옷,보정속옷,1,무관,무관,200651,,10.594156665220533
96,6,14,20,0,속옷,보정속옷,보정속옷,2,무관,무관,200651,,10.594156665220533
97,6,15,20,0,속옷,보정속옷,보정속옷,3,무관,무관,200651,,10.594156665220533
98,6,16,20,0,농수축,김치,김치,1,무관,무관,200588,,10.33854382482173
99,6,16,20,0,농수축,김치,김치,2,무관,무관,200588,,10.33854382482173
100,6,17,20,0,농수축,김치,김치,3,무관,무관,200588,,10.33854382482173
101,6,17,20,0,농수축,수산물,갑오징어,1,무관,무관,201024,,10.817796321618971
102,6,17,20,0,농수축,수산물,갑오징어,2,무관,무관,201024,,10.817796321618971
103,6,18,20,0,농수축,수산물,갑오징어,3,무관,무관,201024,,10.817796321618971
104,6,18,20,0,가전,에어컨,에어컨,1,무관,무관,200184,,13.52649559761195
105,6,18,20,0,가전,에어컨,에어컨,1,무관,무관,200186,,13.651815643149092
106,6,18,20,0,가전,에어컨,에어컨,1,무관,무관,200179,,13.70903942580019
107,6,18,20,0,가전,에어컨,에어컨,1,무관,무관,200181,,13.784020922864116
108,6,18,20,0,가전,에어컨,에어컨,2,무관,무관,200184,,13.52649559761195
109,6,18,20,0,가전,에어컨,에어컨,2,무관,무관,200186,,13.651815643149092
110,6,18,20,0,가전,에어컨,에어컨,2,무관,무관,200179,,13.70903942580019
111,6,18,20,0,가전,에어컨,에어컨,2,무관,무관,200181,,13.784020922864116
112,6,19,20,0,가전,에어컨,에어컨,3,무관,무관,200184,,13.52649559761195
113,6,19,20,0,가전,에어컨,에어컨,3,무관,무관,200186,,13.651815643149092
114,6,19,20,0,가전,에어컨,에어컨,3,무관,무관,200179,,13.70903942580019
115,6,19,20,0,가전,에어컨,에어컨,3,무관,무관,200181,,13.784020922864116
116,6,19,20,0,가구,소파,4인용,1,무관,무관,201277,,13.813509557297108
117,6,19,20,0,가구,소파,6인용,1,무관,무관,201279,,14.0763359466619
118,6,19,20,0,가구,소파,3인용,1,무관,무관,201276,,13.589865129563993
119,6,19,20,0,가구,테이블,테이블,1,무관,무관,201258,,12.149507585033072
120,6,19,20,0,가구,스툴,스툴,1,무관,무관,201259,,12.296831574998258
121,6,19,20,0,가구,소파,4인용,2,무관,무관,201277,,13.813509557297108
122,6,19,20,0,가구,소파,6인용,2,무관,무관,201279,,14.0763359466619
123,6,19,20,0,가구,소파,3인용,2,무관,무관,201276,,13.589865129563993
124,6,19,20,0,가구,테이블,테이블,2,무관,무관,201258,,12.149507585033072
125,6,19,20,0,가구,스툴,스툴,2,무관,무관,201259,,12.296831574998258
126,6,20,20,0,가구,소파,4인용,3,무관,무관,201277,,13.813509557297108
127,6,20,20,0,가구,소파,6인용,3,무관,무관,201279,,14.0763359466619
128,6,20,20,0,가구,소파,3인용,3,무관,무관,201276,,13.589865129563993
129,6,20,20,0,가구,테이블,테이블,3,무관,무관,201258,,12.149507585033072
130,6,20,20,0,가구,스툴,스툴,3,무관,무관,201259,,12.296831574998258
131,6,20,20,0,농수축,간편식,양념닭발,1,무관,무관,201501,,10.594156665220533
132,6,20,20,0,농수축,간편식,양념닭발,2,무관,무관,201501,,10.594156665220533
133,6,21,20,0,농수축,간편식,양념닭발,3,무관,무관,201501,,10.594156665220533
134,6,21,20,0,가전,냉장고,냉장고,1,무관,일시불,200556,,14.122260428968183
135,6,21,20,0,가전,냉장고,냉장고,1,무관,무이자,200489,,14.22030944419592
136,6,21,20,0,가전,냉장고,냉장고,2,무관,일시불,200556,,14.122260428968183
137,6,21,20,0,가전,냉장고,냉장고,2,무관,무이자,200489,,14.22030944419592
138,6,22,20,0,가전,냉장고,냉장고,3,무관,일시불,200556,,14.122260428968183
139,6,22,20,0,가전,냉장고,냉장고,3,무관,무이자,200489,,14.22030944419592
140,6,22,20,0,가전,TV,75인치,1,무관,무이자,201699,,14.617512591866694
141,6,22,20,0,가전,TV,75인치(사),1,무관,일시불,201752,,14.557448378884015
142,6,22,20,0,가전,TV,65인치,1,무관,무이자,201698,,14.279245203127035
143,6,22,20,0,가전,TV,65인치(사),1,무관,일시불,201751,,14.220976332738882
144,6,22,20,0,가전,TV,55인치(사),1,무관,무이자,201697,,13.972515161474428
145,6,22,20,0,가전,TV,55인치,1,무관,일시불,201750,,13.910821646859095
146,6,22,20,0,가전,TV,75인치,2,무관,무이자,201699,,14.617512591866694
147,6,22,20,0,가전,TV,75인치(사),2,무관,일시불,201752,,14.557448378884015
148,6,22,20,0,가전,TV,65인치,2,무관,무이자,201698,,14.279245203127035
149,6,22,20,0,가전,TV,65인치(사),2,무관,일시불,201751,,14.220976332738882
150,6,22,20,0,가전,TV,55인치(사),2,무관,무이자,201697,,13.972515161474428
151,6,22,20,0,가전,TV,55인치,2,무관,일시불,201750,,13.910821646859095
152,6,23,20,0,가전,TV,75인치,3,무관,무이자,201699,,14.617512591866694
153,6,23,20,0,가전,TV,75인치(사),3,무관,일시불,201752,,14.557448378884015
154,6,23,20,0,가전,TV,65인치,3,무관,무이자,201698,,14.279245203127035
155,6,23,20,0,가전,TV,65인치(사),3,무관,일시불,201751,,14.220976332738882
156,6,23,20,0,가전,TV,55인치(사),3,무관,무이자,201697,,13.972515161474428
157,6,23,20,0,가전,TV,55인치,3,무관,일시불,201750,,13.910821646859095
158,6,23,20,0,이미용,헤어,에센스,1,무관,무관,201041,,10.817796321618971
159,6,23,20,0,이미용,헤어,에센스,2,무관,무관,201041,,10.817796321618971
160,6,0,20,0,이미용,헤어,에센스,3,무관,무관,201041,,10.817796321618971
161,6,0,10,0,속옷,속옷,속옷1,1,무관,일시불,200273,,11.502885230075814
162,6,0,10,0,속옷,속옷,속옷2,1,무관,무이자,200272,,11.686887175419702
163,6,0,10,0,속옷,속옷,속옷,1,무관,무관,200274,,11.686887175419702
164,6,0,10,0,속옷,속옷,속옷1,2,무관,일시불,200273,,11.502885230075814
165,6,0,10,0,속옷,속옷,속옷2,2,무관,무이자,200272,,11.686887175419702
166,6,0,10,0,속옷,속옷,속옷,2,무관,무관,200274,,11.686887175419702
167,6,0,10,0,속옷,속옷,속옷1,3,무관,일시불,200273,,11.502885230075814
168,6,0,10,0,속옷,속옷,속옷2,3,무관,무이자,200272,,11.686887175419702
169,6,0,10,0,속옷,속옷,속옷,3,무관,무관,200274,,11.686887175419702
170,6,0,10,0,속옷,속옷,속옷1,4,무관,일시불,200273,,11.502885230075814
171,6,0,10,0,속옷,속옷,속옷2,4,무관,무이자,200272,,11.686887175419702
172,6,0,10,0,속옷,속옷,속옷,4,무관,무관,200274,,11.686887175419702
173,6,1,10,0,속옷,속옷,속옷1,5,무관,일시불,200273,,11.502885230075814
174,6,1,10,0,속옷,속옷,속옷2,5,무관,무이자,200272,,11.686887175419702
175,6,1,10,0,속옷,속옷,속옷,5,무관,무관,200274,,11.686887175419702
176,6,1,10,0,속옷,속옷,속옷1,6,무관,일시불,200273,,11.502885230075814
177,6,1,10,0,속옷,속옷,속옷2,6,무관,무이자,200272,,11.686887175419702
178,6,1,10,0,속옷,속옷,속옷,6,무관,무관,200274,,11.686887175419702
179,6,6,20,0,의류,앙상블,시스루,1,무관,무관,201418,,10.571342565808699
180,6,6,20,0,의류,앙상블,시스루,2,무관,무관,201418,,10.571342565808699
181,6,7,20,0,의류,앙상블,시스루,3,무관,무관,201418,,10.571342565808699
182,6,7,20,0,생활용품,세제,세제,1,무관,무관,201037,,10.591647316585027
183,6,7,20,0,생활용품,세제,세제,2,무관,무관,201037,,10.591647316585027
184,6,8,20,0,생활용품,세제,세제,3,무관,무관,201037,,10.591647316585027
185,6,8,20,0,속옷,속옷,속옷,1,무관,무관,200917,,11.000448478455008
186,6,8,20,0,속옷,속옷,속옷,2,무관,무관,200917,,11.000448478455008
187,6,9,20,0,속옷,속옷,속옷,3,무관,무관,200917,,11.000448478455008
188,6,9,20,0,주방,그릴레인지,프리미엄형(버),1,무관,무이자,200266,,11.767575435251748
189,6,9,20,0,주방,그릴레인지,프리미엄형(버),1,무관,일시불,200270,,11.686887175419702
190,6,9,20,0,주방,그릴레인지,프리미엄형(버),2,무관,무이자,200266,,11.767575435251748
191,6,9,20,0,주방,그릴레인지,프리미엄형(버),2,무관,일시불,200270,,11.686887175419702
192,6,10,20,0,주방,그릴레인지,프리미엄형(버),3,무관,무이자,200266,,11.767575435251748
193,6,10,20,0,주방,그릴레인지,프리미엄형(버),3,무관,일시불,200270,,11.686887175419702
194,6,10,20,0,속옷,원피스,원피스속옷,1,무관,무관,200900,,11.288543647320601
195,6,10,20,0,속옷,원피스,원피스속옷,2,무관,무관,200900,,11.288543647320601
196,6,11,20,0,속옷,원피스,원피스속옷,3,무관,무관,200900,,11.288543647320601
197,6,11,20,0,주방,믹서,믹서,1,무관,무관,202368,,10.998777662206932
198,6,11,20,0,주방,믹서,믹서,2,무관,무관,202368,,10.998777662206932
199,6,12,20,0,주방,믹서,믹서,3,무관,무관,202368,,10.998777662206932
200,6,12,20,0,생활용품,선풍기,선풍기,1,무관,무관,200368,,11.58989576532275
201,6,12,20,0,생활용품,선풍기,선풍기,1,무관,무관,200369,,11.141876276228
202,6,12,20,0,생활용품,선풍기,선풍기,2,무관,무관,200368,,11.58989576532275
203,6,12,20,0,생활용품,선풍기,선풍기,2,무관,무관,200369,,11.141876276228
204,6,13,20,0,생활용품,선풍기,선풍기,3,무관,무관,200368,,11.58989576532275
205,6,13,20,0,생활용품,선풍기,선풍기,3,무관,무관,200369,,11.141876276228
206,6,14,20,0,이미용,자외선차단,선스틱,1,무관,무관,202259,,10.594156665220533
207,6,14,20,0,이미용,자외선차단,선스틱,2,무관,무관,202259,,10.594156665220533
208,6,15,20,0,이미용,자외선차단,선스틱,3,무관,무관,202259,,10.594156665220533
209,6,15,20,0,속옷,속옷,속옷,1,무관,무관,201938,,11.154835234271214
210,6,15,20,0,속옷,속옷,속옷,2,무관,무관,201938,,11.154835234271214
211,6,16,20,0,속옷,속옷,속옷,3,무관,무관,201938,,11.154835234271214
212,6,16,20,0,농수축,간편식,다시마국수,1,무관,무관,201578,,10.594156665220533
213,6,16,20,0,농수축,간편식,다시마국수,2,무관,무관,201578,,10.594156665220533
214,6,17,20,0,농수축,간편식,다시마국수,3,무관,무관,201578,,10.594156665220533
215,6,17,20,0,농수축,농산물,골드키위,1,무관,무관,201656,,10.61890979160975
216,6,17,20,0,농수축,농산물,골드키위,2,무관,무관,201656,,10.61890979160975
217,6,18,20,0,농수축,농산물,골드키위,3,무관,무관,201656,,10.61890979160975
218,6,19,20,0,이미용,기초세트,기초세트,1,무관,무관,201033,,10.896757843893464
219,6,19,20,0,이미용,기초세트,기초세트,2,무관,무관,201033,,10.896757843893464
220,6,20,20,0,이미용,기초세트,기초세트,3,무관,무관,201033,,10.896757843893464
221,6,20,20,0,가전,세탁기,세탁기,1,무관,무관,200424,,13.12216535779974
222,6,20,20,0,가전,세탁기,세탁기,2,무관,무관,200424,,13.12216535779974
223,6,21,20,0,가전,세탁기,세탁기,3,무관,무관,200424,,13.12216535779974
224,6,21,20,0,농수축,김치,김치,1,무관,무관,200020,,10.305647203635566
225,6,21,20,0,농수축,김치,김치,2,무관,무관,200020,,10.305647203635566
226,6,22,20,0,농수축,김치,김치,3,무관,무관,200020,,10.305647203635566
227,6,22,20,0,농수축,수산물,쥐포,1,무관,무관,202484,,10.401258331428318
228,6,22,20,0,농수축,수산물,쥐포,2,무관,무관,202484,,10.401258331428318
229,6,23,20,0,농수축,수산물,쥐포,3,무관,무관,202484,,10.401258331428318
230,6,23,15,0,속옷,속옷,속옷,1,무관,무관,201011,,10.594156665220533
231,6,23,15,0,속옷,속옷,속옷,2,무관,무관,201011,,10.594156665220533
232,6,23,15,0,속옷,속옷,속옷,3,무관,무관,201011,,10.594156665220533
233,6,0,15,0,속옷,속옷,속옷,4,무관,무관,201011,,10.594156665220533
234,6,0,20,0,건강기능,다이어트,다이어트,1,무관,무관,200143,,10.985309671896763
235,6,0,20,0,건강기능,다이어트,다이어트,2,무관,무관,200143,,10.985309671896763
236,6,1,20,0,건강기능,다이어트,다이어트,3,무관,무관,200143,,10.985309671896763
237,6,1,20,0,의류,원피스,원피스,1,무관,무관,201969,,10.998777662206932
238,6,1,16,0,의류,원피스,원피스,2,무관,무관,201969,,10.998777662206932
239,6,2,20,0,의류,원피스,원피스,3,무관,무관,201969,,10.998777662206932
240,6,6,20,0,의류,원피스,원피스,1,무관,무관,201968,,10.591647316585027
241,6,6,20,0,의류,원피스,원피스,2,무관,무관,201968,,10.591647316585027
242,6,7,20,0,의류,원피스,원피스,3,무관,무관,201968,,10.591647316585027
243,6,7,20,0,이미용,헤어,염색,1,무관,무관,201039,,10.591647316585027
244,6,7,20,0,이미용,헤어,염색,2,무관,무관,201039,,10.591647316585027
245,6,8,20,0,이미용,헤어,염색,3,무관,무관,201039,,10.591647316585027
246,6,8,20,0,잡화,선글라스,선글라스,1,무관,무관,200621,,10.799595985047786
247,6,8,20,0,잡화,선글라스,선글라스,2,무관,무관,200621,,10.799595985047786
248,6,9,20,0,잡화,선글라스,선글라스,3,무관,무관,200621,,10.799595985047786
249,6,9,20,0,이미용,자외선차단,선스틱,1,무관,무관,201150,,10.594156665220533
250,6,9,20,0,이미용,자외선차단,선스틱,2,무관,무관,201150,,10.594156665220533
251,6,10,20,0,이미용,자외선차단,선스틱,3,무관,무관,201150,,10.594156665220533
252,6,10,20,0,주방,프라이팬,프라이팬,1,무관,무관,202252,,12.095146671399466
253,6,10,20,0,주방,프라이팬,프라이팬,2,무관,무관,202252,,12.095146671399466
254,6,11,20,0,주방,프라이팬,프라이팬,3,무관,무관,202252,,12.095146671399466
255,6,11,20,0,농수축,수산물,반건조우럭,1,무관,무관,201632,,10.594156665220533
256,6,11,20,0,농수축,수산물,반건조우럭,2,무관,무관,201632,,10.594156665220533
257,6,12,20,0,농수축,수산물,반건조우럭,3,무관,무관,201632,,10.594156665220533
258,6,12,20,0,생활용품,폴딩선반,폴딩선반1,1,무관,무관,201337,,12.250094315624496
259,6,12,20,0,생활용품,폴딩선반,폴딩선반2,1,무관,무관,201336,,11.91170829631447
260,6,12,20,0,생활용품,폴딩선반,폴딩선반3,1,무관,무관,201334,,11.141876276228
261,6,12,20,0,생활용품,폴딩선반,폴딩선반4,1,무관,무관,201335,,11.39640288460621
262,6,12,20,0,생활용품,폴딩선반,폴딩선반1,2,무관,무관,201337,,12.250094315624496
263,6,12,20,0,생활용품,폴딩선반,폴딩선반2,2,무관,무관,201336,,11.91170829631447
264,6,12,20,0,생활용품,폴딩선반,폴딩선반3,2,무관,무관,201334,,11.141876276228
265,6,12,20,0,생활용품,폴딩선반,폴딩선반4,2,무관,무관,201335,,11.39640288460621
266,6,13,20,0,생활용품,폴딩선반,폴딩선반1,3,무관,무관,201337,,12.250094315624496
267,6,13,20,0,생활용품,폴딩선반,폴딩선반2,3,무관,무관,201336,,11.91170829631447
268,6,13,20,0,생활용품,폴딩선반,폴딩선반3,3,무관,무관,201334,,11.141876276228
269,6,13,20,0,생활용품,폴딩선반,폴딩선반4,3,무관,무관,201335,,11.39640288460621
270,6,13,20,0,속옷,속옷,속옷,1,무관,무관,202278,,11.154835234271214
271,6,13,20,0,속옷,속옷,속옷,2,무관,무관,202278,,11.154835234271214
272,6,14,20,0,속옷,속옷,속옷,3,무관,무관,202278,,11.154835234271214
273,6,14,20,0,침구,커튼,중형,1,무관,무관,200291,,11.502885230075814
274,6,14,20,0,침구,커튼,대형,1,무관,무관,200289,,11.686887175419702
275,6,14,20,0,침구,커튼,특대형,1,무관,무관,200292,,11.842236406331555
276,6,14,20,0,침구,커튼,슈퍼특대형,1,무관,무관,200290,,12.037659911047468
277,6,14,20,0,침구,커튼,중형,2,무관,무관,200291,,11.502885230075814
278,6,14,20,0,침구,커튼,대형,2,무관,무관,200289,,11.686887175419702
279,6,14,20,0,침구,커튼,특대형,2,무관,무관,200292,,11.842236406331555
280,6,14,20,0,침구,커튼,슈퍼특대형,2,무관,무관,200290,,12.037659911047468
281,6,15,20,0,침구,커튼,중형,3,무관,무관,200291,,11.502885230075814
282,6,15,20,0,침구,커튼,대형,3,무관,무관,200289,,11.686887175419702
283,6,15,20,0,침구,커튼,특대형,3,무관,무관,200292,,11.842236406331555
284,6,15,20,0,침구,커튼,슈퍼특대형,3,무관,무관,200290,,12.037659911047468
285,6,15,20,0,생활용품,선풍기,선풍기,1,무관,무관,201813,,12.421188057397055
286,6,15,20,0,생활용품,선풍기,선풍기,1,무관,무관,201817,,12.421188057397055
287,6,15,20,0,생활용품,선풍기,선풍기,1,무관,무관,201811,,11.842236406331555
288,6,15,20,0,생활용품,선풍기,선풍기,1,무관,무관,201815,,11.842236406331555
289,6,15,20,0,생활용품,선풍기,선풍기,2,무관,무관,201813,,12.421188057397055
290,6,15,20,0,생활용품,선풍기,선풍기,2,무관,무관,201817,,12.421188057397055
291,6,15,20,0,생활용품,선풍기,선풍기,2,무관,무관,201811,,11.842236406331555
292,6,15,20,0,생활용품,선풍기,선풍기,2,무관,무관,201815,,11.842236406331555
293,6,16,20,0,생활용품,선풍기,선풍기,3,무관,무관,201813,,12.421188057397055
294,6,16,20,0,생활용품,선풍기,선풍기,3,무관,무관,201817,,12.421188057397055
295,6,16,20,0,생활용품,선풍기,선풍기,3,무관,무관,201811,,11.842236406331555
296,6,16,20,0,생활용품,선풍기,선풍기,3,무관,무관,201815,,11.842236406331555
297,6,16,20,0,농수축,간편식,만두,1,무관,무관,201923,,10.33854382482173
298,6,16,20,0,농수축,간편식,만두,2,무관,무관,201923,,10.33854382482173
299,6,17,20,0,농수축,간편식,만두,3,무관,무관,201923,,10.33854382482173
300,6,17,20,0,농수축,커피,핸드드립(포트2),1,무관,무관,200317,,11.000448478455008
301,6,17,20,0,농수축,커피,핸드드립(포트1),1,무관,무관,200316,,10.594156665220533
302,6,17,20,0,농수축,커피,핸드드립(포트2),2,무관,무관,200317,,11.000448478455008
303,6,17,20,0,농수축,커피,핸드드립(포트1),2,무관,무관,200316,,10.594156665220533
304,6,18,20,0,농수축,커피,핸드드립(포트2),3,무관,무관,200317,,11.000448478455008
305,6,18,20,0,농수축,커피,핸드드립(포트1),3,무관,무관,200316,,10.594156665220533
306,6,19,20,0,속옷,속옷,속옷1,1,무관,무관,201253,,10.817796321618971
307,6,19,20,0,속옷,속옷,속옷2,1,남성,무관,201252,,10.817796321618971
308,6,19,20,0,속옷,속옷,속옷1,2,무관,무관,201253,,10.817796321618971
309,6,19,20,0,속옷,속옷,속옷2,2,남성,무관,201252,,10.817796321618971
310,6,20,20,0,속옷,속옷,속옷1,3,무관,무관,201253,,10.817796321618971
311,6,20,20,0,속옷,속옷,속옷2,3,남성,무관,201252,,10.817796321618971
312,6,20,20,0,농수축,김치,김치,1,무관,무관,200588,,10.33854382482173
313,6,20,20,0,농수축,김치,김치,2,무관,무관,200588,,10.33854382482173
314,6,21,20,0,농수축,김치,김치,3,무관,무관,200588,,10.33854382482173
315,6,21,20,0,농수축,수산물,반건조오징어,1,무관,무관,202364,,10.594156665220533
316,6,21,20,0,농수축,수산물,반건조오징어,2,무관,무관,202364,,10.594156665220533
317,6,22,11,0,농수축,수산물,반건조오징어,3,무관,무관,202364,,10.594156665220533
318,6,22,20,0,속옷,속옷,속옷2차,1,무관,무관,201882,,11.277215789596893
319,6,22,20,0,속옷,속옷,속옷2차,2,무관,무관,201882,,11.277215789596893
320,6,23,20,0,속옷,속옷,속옷2차,3,무관,무관,201882,,11.277215789596893
321,6,23,20,0,이미용,목욕용품,풋샴푸,1,무관,무관,201042,,10.594156665220533
