dayofweek,exposure,repeat,category,midcategory,subcategory,sex,price,installment,mother_code,count
5,20.0,2,1,9,9,2,489000.0,1,100150,52.24335378323109
5,20.0,3,1,9,9,2,439000.0,0,100150,61.55353075170843
5,20.0,3,1,9,9,2,489000.0,1,100150,88.0122699386503
5,30.0,1,5,123,292,2,109000.0,2,100305,301.0091743119266
5,30.0,2,5,123,292,2,109000.0,2,100305,562.8623853211009
5,20.0,1,3,138,401,2,61000.0,2,100849,726.1803278688525
5,20.0,2,3,138,401,2,61000.0,2,100849,1066.9180327868853
5,20.0,3,3,138,401,2,61000.0,2,100849,1139.704918032787
5,20.0,1,3,139,210,2,39900.0,2,100435,1304.5112781954888
5,20.0,2,3,139,210,2,39900.0,2,100435,1936.0651629072681
5,20.0,3,3,139,210,2,39900.0,2,100435,2620.3508771929824
5,20.0,1,3,139,255,2,59900.0,2,100801,447.6794657762938
5,20.0,2,3,139,255,2,59900.0,2,100801,837.6627712854757
5,20.0,1,10,24,389,2,158000.0,0,100448,45.696202531645575
5,20.0,1,10,24,389,2,168000.0,1,100448,28.44642857142857
5,20.0,1,10,24,118,2,148000.0,0,100448,25.006756756756765
5,20.0,2,10,24,389,2,158000.0,0,100448,179.54430379746842
5,20.0,2,10,24,389,2,168000.0,1,100448,84.83333333333333
5,20.0,2,10,24,118,2,148000.0,0,100448,60.02702702702703
5,20.0,2,10,24,118,2,158000.0,1,100448,31.924050632911392
5,20.0,3,10,24,389,2,158000.0,0,100448,329.7848101265823
5,20.0,3,10,24,389,2,168000.0,1,100448,176.26785714285714
5,20.0,3,10,24,118,2,148000.0,0,100448,127.08108108108108
5,20.0,3,10,24,118,2,158000.0,1,100448,53.050632911392405
5,20.0,1,5,59,398,2,89000.0,2,100610,104.0
5,20.0,1,5,16,14,2,89000.0,2,100610,25.71910112359551
5,20.0,1,5,54,394,2,89000.0,2,100610,4.415730337078652
5,20.0,2,5,59,398,2,89000.0,2,100610,257.82022471910113
5,20.0,2,5,16,14,2,89000.0,2,100610,54.7752808988764
5,20.0,2,5,54,394,2,89000.0,2,100610,25.71910112359551
5,20.0,3,5,59,398,2,89000.0,2,100610,434.7191011235955
5,20.0,3,5,16,14,2,89000.0,2,100610,53.78651685393258
5,20.0,3,5,54,394,2,89000.0,2,100610,50.404494382022456
5,20.0,1,1,113,335,2,1300000.0,0,100148,2.4438461538461542
5,20.0,1,1,113,22,2,1900000.0,0,100148,2.437894736842105
5,20.0,1,1,113,22,2,2130000.0,1,100148,7.273708920187794
5,20.0,2,1,113,335,2,1300000.0,0,100148,2.4438461538461542
5,20.0,2,1,113,335,2,1440000.0,1,100148,9.697916666666666
5,20.0,2,1,113,22,2,1900000.0,0,100148,14.495263157894735
